TOTAL_REVENUE,NUMBER_OF_UNITS_SOLD,NUMBER_OF_SALES,MONTH_ID,MONTH_NAME,DAY_NAME,TIME_BUCKET,SPEND_BANDS,PRODUCT_CATEGORY,PRODUCT_TYPE,PRODUCT_DETAIL,STORE_LOCATION
22.75,7,697423,202305,May,Mon,Afternoon,Med,Bakery,Scone,Cranberry Scone,Lower Manhattan
47.50,19,1109218,202305,May,Mon,Afternoon,High,Tea,Brewed Chai tea,Traditional Blend Chai Rg,Astoria
47.50,19,1124241,202305,May,Mon,Afternoon,High,Tea,Brewed Black tea,English Breakfast Rg,Astoria
17.50,7,465834,202305,May,Mon,Afternoon,low,Tea,Brewed Green tea,Serenity Green Tea Rg,Lower Manhattan
27.00,9,670327,202305,May,Mon,Afternoon,Med,Coffee,Drip coffee,Our Old Time Diner Blend Lg,Hell's Kitchen
84.00,24,1294383,202305,May,Mon,Afternoon,Very High,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,Astoria
24.80,8,561763,202305,May,Mon,Afternoon,Med,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Hell's Kitchen
39.60,15,1106370,202305,May,Mon,Afternoon,Med,Coffee,Barista Espresso,Ouro Brasileiro shot,Hell's Kitchen
60.00,20,1274699,202305,May,Mon,Afternoon,High,Coffee,Organic brewed coffee,Brazilian Rg,Astoria
63.00,21,1317173,202305,May,Mon,Afternoon,Very High,Tea,Brewed Black tea,English Breakfast Lg,Hell's Kitchen
22.00,10,666745,202305,May,Mon,Afternoon,Med,Coffee,Organic brewed coffee,Brazilian Sm,Hell's Kitchen
63.00,18,1075823,202305,May,Mon,Afternoon,Very High,Coffee,Organic brewed coffee,Brazilian Lg,Lower Manhattan
19.50,6,531693,202305,May,Mon,Afternoon,low,Bakery,Biscotti,Hazelnut Biscotti,Lower Manhattan
49.00,20,1316660,202305,May,Mon,Afternoon,High,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Astoria
48.75,13,1063288,202305,May,Mon,Afternoon,High,Bakery,Pastry,Chocolate Croissant,Astoria
52.50,21,1348489,202305,May,Mon,Afternoon,High,Tea,Brewed herbal tea,Lemon Grass Rg,Astoria
33.75,9,539183,202305,May,Mon,Afternoon,Med,Coffee,Barista Espresso,Latte,Lower Manhattan
49.50,11,778019,202305,May,Mon,Afternoon,High,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Hell's Kitchen
15.00,4,257770,202305,May,Mon,Afternoon,low,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Hell's Kitchen
57.20,26,1516825,202305,May,Mon,Afternoon,High,Coffee,Organic brewed coffee,Brazilian Sm,Lower Manhattan
123.75,33,1791508,202305,May,Mon,Afternoon,Very High,Coffee,Barista Espresso,Latte,Astoria
66.50,14,747240,202305,May,Mon,Afternoon,Very High,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Hell's Kitchen
52.50,21,1237395,202305,May,Mon,Afternoon,High,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Astoria
82.50,22,1259591,202305,May,Mon,Afternoon,Very High,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Astoria
35.20,16,1113041,202305,May,Mon,Afternoon,Med,Coffee,Organic brewed coffee,Brazilian Sm,Astoria
25.00,10,562270,202305,May,Mon,Afternoon,Med,Tea,Brewed Green tea,Serenity Green Tea Rg,Hell's Kitchen
15.00,4,354111,202305,May,Mon,Afternoon,low,Bakery,Pastry,Chocolate Croissant,Hell's Kitchen
46.00,23,1340973,202305,May,Mon,Afternoon,High,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Astoria
63.00,21,1155379,202305,May,Mon,Afternoon,Very High,Coffee,Drip coffee,Our Old Time Diner Blend Lg,Astoria
63.00,18,1132107,202305,May,Mon,Afternoon,Very High,Coffee,Gourmet brewed coffee,Ethiopia Lg,Astoria
51.00,12,612175,202305,May,Mon,Afternoon,High,Coffee,Barista Espresso,Latte Rg,Hell's Kitchen
51.00,12,659624,202305,May,Mon,Afternoon,High,Coffee,Barista Espresso,Cappuccino Lg,Lower Manhattan
67.50,15,1148075,202305,May,Mon,Afternoon,Very High,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Astoria
63.75,17,916625,202305,May,Mon,Afternoon,Very High,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Hell's Kitchen
36.00,12,946861,202305,May,Mon,Afternoon,Med,Bakery,Scone,Oatmeal Scone,Astoria
63.75,17,1097391,202305,May,Mon,Afternoon,Very High,Coffee,Barista Espresso,Latte,Hell's Kitchen
60.00,24,1645986,202305,May,Mon,Afternoon,High,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Astoria
12.00,4,369272,202305,May,Mon,Afternoon,low,Coffee,Barista Espresso,Espresso shot,Lower Manhattan
27.00,9,562233,202305,May,Mon,Afternoon,Med,Tea,Brewed Green tea,Serenity Green Tea Lg,Lower Manhattan
38.50,11,770637,202305,May,Mon,Afternoon,Med,Bakery,Biscotti,Ginger Biscotti,Astoria
35.00,14,739282,202305,May,Mon,Afternoon,Med,Tea,Brewed herbal tea,Lemon Grass Rg,Hell's Kitchen
63.00,21,1453474,202305,May,Mon,Afternoon,Very High,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Astoria
16.00,8,489430,202305,May,Mon,Afternoon,low,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Hell's Kitchen
17.50,5,362438,202305,May,Mon,Afternoon,low,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,Hell's Kitchen
28.00,8,651958,202305,May,Mon,Afternoon,Med,Coffee,Gourmet brewed coffee,Ethiopia Lg,Hell's Kitchen
67.50,27,1719463,202305,May,Mon,Afternoon,Very High,Coffee,Drip coffee,Our Old Time Diner Blend Rg,Astoria
31.50,9,747903,202305,May,Mon,Afternoon,Med,Bakery,Pastry,Croissant,Astoria
52.50,14,740259,202305,May,Mon,Afternoon,High,Coffee,Barista Espresso,Cappuccino,Lower Manhattan
36.60,12,893262,202305,May,Mon,Afternoon,Med,Bakery,Scone,Ginger Scone,Lower Manhattan
40.00,16,955793,202305,May,Mon,Afternoon,Med,Tea,Brewed herbal tea,Peppermint Rg,Lower Manhattan
48.00,16,893567,202305,May,Mon,Afternoon,High,Coffee,Gourmet brewed coffee,Ethiopia Rg,Hell's Kitchen
45.00,18,1128884,202305,May,Mon,Afternoon,High,Tea,Brewed Green tea,Serenity Green Tea Rg,Astoria
26.40,12,940193,202305,May,Mon,Afternoon,Med,Coffee,Gourmet brewed coffee,Ethiopia Sm,Astoria
7.50,2,192407,202305,May,Mon,Afternoon,low,Bakery,Pastry,Almond Croissant,Astoria
80.75,17,1028728,202305,May,Mon,Afternoon,Very High,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Lower Manhattan
12.75,5,504239,202305,May,Mon,Afternoon,low,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Lower Manhattan
21.00,6,554230,202305,May,Mon,Afternoon,Med,Bakery,Pastry,Croissant,Lower Manhattan
62.00,20,1159891,202305,May,Mon,Afternoon,Very High,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Astoria
35.00,14,828646,202305,May,Mon,Afternoon,Med,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Hell's Kitchen
60.00,20,1460421,202305,May,Mon,Afternoon,High,Coffee,Barista Espresso,Espresso shot,Hell's Kitchen
24.80,8,627830,202305,May,Mon,Afternoon,Med,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Lower Manhattan
21.00,6,354428,202305,May,Mon,Afternoon,Med,Coffee,Organic brewed coffee,Brazilian Lg,Astoria
35.75,11,851091,202305,May,Mon,Afternoon,Med,Bakery,Scone,Cranberry Scone,Astoria
15.00,5,496975,202305,May,Mon,Afternoon,low,Tea,Brewed herbal tea,Peppermint Lg,Hell's Kitchen
22.50,5,442603,202305,May,Mon,Afternoon,Med,Bakery,Scone,Scottish Cream Scone ,Hell's Kitchen
142.50,30,1918514,202305,May,Mon,Afternoon,Very High,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Astoria
42.00,14,890118,202305,May,Mon,Afternoon,High,Tea,Brewed Green tea,Serenity Green Tea Lg,Astoria
69.00,23,1397477,202305,May,Mon,Afternoon,Very High,Tea,Brewed herbal tea,Lemon Grass Lg,Astoria
48.00,16,932804,202305,May,Mon,Afternoon,High,Tea,Brewed Black tea,English Breakfast Lg,Lower Manhattan
68.20,22,1325786,202305,May,Mon,Afternoon,Very High,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Astoria
93.75,25,1726775,202305,May,Mon,Afternoon,Very High,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Astoria
24.00,12,843388,202305,May,Mon,Afternoon,Med,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Astoria
59.50,14,747861,202305,May,Mon,Afternoon,High,Coffee,Barista Espresso,Latte Rg,Astoria
57.00,19,1036599,202305,May,Mon,Afternoon,High,Tea,Brewed herbal tea,Peppermint Lg,Lower Manhattan
52.50,21,1302019,202305,May,Mon,Afternoon,High,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Hell's Kitchen
60.00,20,1036218,202305,May,Mon,Afternoon,High,Coffee,Drip coffee,Our Old Time Diner Blend Lg,Lower Manhattan
33.00,11,755362,202305,May,Mon,Afternoon,Med,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Lower Manhattan
41.25,11,812803,202305,May,Mon,Afternoon,High,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Lower Manhattan
27.00,6,600921,202305,May,Mon,Afternoon,Med,Bakery,Scone,Scottish Cream Scone ,Lower Manhattan
30.00,15,828082,202305,May,Mon,Afternoon,Med,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Hell's Kitchen
16.25,5,505422,202305,May,Mon,Afternoon,low,Bakery,Biscotti,Hazelnut Biscotti,Hell's Kitchen
63.00,14,990218,202305,May,Mon,Afternoon,Very High,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Lower Manhattan
85.00,20,902149,202305,May,Mon,Afternoon,Very High,Coffee,Barista Espresso,Latte Rg,Lower Manhattan
36.00,12,912538,202305,May,Mon,Afternoon,Med,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Lower Manhattan
41.25,11,1128655,202305,May,Mon,Afternoon,High,Bakery,Pastry,Almond Croissant,Lower Manhattan
10.50,3,281039,202305,May,Mon,Afternoon,low,Bakery,Biscotti,Ginger Biscotti,Hell's Kitchen
28.00,7,458287,202305,May,Mon,Afternoon,Med,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,Hell's Kitchen
14.00,4,354400,202305,May,Mon,Afternoon,low,Bakery,Pastry,Croissant,Hell's Kitchen
54.00,18,970616,202305,May,Mon,Afternoon,High,Tea,Brewed herbal tea,Lemon Grass Lg,Lower Manhattan
70.00,20,1094814,202305,May,Mon,Afternoon,Very High,Coffee,Gourmet brewed coffee,Ethiopia Lg,Lower Manhattan
24.00,8,562703,202305,May,Mon,Afternoon,Med,Tea,Brewed Black tea,Earl Grey Lg,Lower Manhattan
29.40,11,793314,202305,May,Mon,Afternoon,Med,Coffee,Barista Espresso,Ouro Brasileiro shot,Lower Manhattan
33.00,11,785918,202305,May,Mon,Afternoon,Med,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Astoria
56.00,16,1121544,202305,May,Mon,Afternoon,High,Coffee,Organic brewed coffee,Brazilian Lg,Hell's Kitchen
42.00,14,1002569,202305,May,Mon,Afternoon,High,Tea,Brewed Black tea,Earl Grey Lg,Astoria
26.25,7,593227,202305,May,Mon,Afternoon,Med,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Lower Manhattan
57.50,23,1379917,202305,May,Mon,Afternoon,High,Tea,Brewed Chai tea,Traditional Blend Chai Rg,Lower Manhattan
29.25,9,681957,202305,May,Mon,Afternoon,Med,Bakery,Biscotti,Hazelnut Biscotti,Astoria
66.30,26,1692125,202305,May,Mon,Afternoon,Very High,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Astoria
27.00,9,650916,202305,May,Mon,Afternoon,Med,Coffee,Barista Espresso,Espresso shot,Astoria
48.75,13,858899,202305,May,Mon,Afternoon,High,Coffee,Barista Espresso,Cappuccino,Hell's Kitchen
14.00,4,369627,202305,May,Mon,Afternoon,low,Bakery,Biscotti,Chocolate Chip Biscotti,Hell's Kitchen
32.50,13,882739,202305,May,Mon,Afternoon,Med,Tea,Brewed Black tea,English Breakfast Rg,Hell's Kitchen
42.00,14,874324,202305,May,Mon,Afternoon,High,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Hell's Kitchen
30.00,8,763306,202305,May,Mon,Afternoon,Med,Bakery,Pastry,Chocolate Croissant,Lower Manhattan
29.40,12,867146,202305,May,Mon,Afternoon,Med,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Lower Manhattan
89.25,21,1287172,202305,May,Mon,Afternoon,Very High,Coffee,Barista Espresso,Cappuccino Lg,Astoria
36.00,12,697405,202305,May,Mon,Afternoon,Med,Coffee,Organic brewed coffee,Brazilian Rg,Lower Manhattan
15.00,6,369913,202305,May,Mon,Afternoon,low,Tea,Brewed herbal tea,Peppermint Rg,Hell's Kitchen
48.00,16,931655,202305,May,Mon,Afternoon,High,Coffee,Gourmet brewed coffee,Ethiopia Rg,Astoria
52.50,21,1357088,202305,May,Mon,Afternoon,High,Tea,Brewed Black tea,Earl Grey Rg,Astoria
24.00,8,546821,202305,May,Mon,Afternoon,Med,Coffee,Gourmet brewed coffee,Ethiopia Rg,Lower Manhattan
37.50,15,1052096,202305,May,Mon,Afternoon,Med,Coffee,Drip coffee,Our Old Time Diner Blend Rg,Lower Manhattan
96.00,24,1398393,202305,May,Mon,Afternoon,Very High,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,Astoria
33.75,9,755301,202305,May,Mon,Afternoon,Med,Bakery,Scone,Jumbo Savory Scone,Astoria
33.15,13,986135,202305,May,Mon,Afternoon,Med,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Hell's Kitchen
43.40,14,874618,202305,May,Mon,Afternoon,High,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Lower Manhattan
25.00,10,785559,202305,May,Mon,Afternoon,Med,Tea,Brewed herbal tea,Lemon Grass Rg,Lower Manhattan
51.00,17,1044968,202305,May,Mon,Afternoon,High,Tea,Brewed Black tea,Earl Grey Lg,Hell's Kitchen
15.00,6,489369,202305,May,Mon,Afternoon,low,Tea,Brewed Black tea,Earl Grey Rg,Hell's Kitchen
45.00,15,756364,202305,May,Mon,Afternoon,High,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Hell's Kitchen
13.00,4,385393,202305,May,Mon,Afternoon,low,Bakery,Scone,Ginger Scone,Astoria
36.00,9,616558,202305,May,Mon,Afternoon,Med,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,Lower Manhattan
40.30,13,754965,202305,May,Mon,Afternoon,Very High,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Hell's Kitchen
30.00,12,905839,202305,May,Mon,Afternoon,Med,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Lower Manhattan
20.00,10,697638,202305,May,Mon,Afternoon,low,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Lower Manhattan
17.50,5,527582,202305,May,Mon,Afternoon,low,Bakery,Biscotti,Ginger Biscotti,Lower Manhattan
49.00,14,828099,202305,May,Mon,Afternoon,High,Bakery,Biscotti,Chocolate Chip Biscotti,Astoria
22.75,7,636367,202305,May,Mon,Afternoon,Med,Bakery,Scone,Cranberry Scone,Hell's Kitchen
67.50,18,1348805,202305,May,Mon,Afternoon,Very High,Coffee,Barista Espresso,Cappuccino,Astoria
37.40,17,1017359,202305,May,Mon,Afternoon,Med,Coffee,Gourmet brewed coffee,Ethiopia Sm,Lower Manhattan
28.00,8,778798,202305,May,Mon,Afternoon,Med,Bakery,Biscotti,Chocolate Chip Biscotti,Lower Manhattan
12.00,4,385927,202305,May,Mon,Afternoon,low,Bakery,Scone,Oatmeal Scone,Lower Manhattan
24.20,11,631841,202305,May,Mon,Afternoon,Med,Coffee,Gourmet brewed coffee,Ethiopia Sm,Hell's Kitchen
42.50,10,706568,202305,May,Mon,Evening,High,Coffee,Barista Espresso,Cappuccino Lg,Hell's Kitchen
60.00,20,1387642,202305,May,Mon,Evening,High,Tea,Brewed herbal tea,Lemon Grass Lg,Astoria
37.50,10,997128,202305,May,Mon,Evening,Med,Bakery,Pastry,Chocolate Croissant,Astoria
20.00,10,749915,202305,May,Mon,Evening,low,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Hell's Kitchen
31.85,13,830962,202305,May,Mon,Evening,Med,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Astoria
35.20,16,1012307,202305,May,Mon,Evening,Med,Coffee,Gourmet brewed coffee,Ethiopia Sm,Astoria
45.50,13,1008172,202305,May,Mon,Evening,High,Bakery,Biscotti,Chocolate Chip Biscotti,Astoria
45.00,18,1016842,202305,May,Mon,Evening,High,Tea,Brewed Green tea,Serenity Green Tea Rg,Hell's Kitchen
20.40,8,563973,202305,May,Mon,Evening,Very High,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Lower Manhattan
57.50,23,1623051,202305,May,Mon,Evening,High,Tea,Brewed herbal tea,Lemon Grass Rg,Astoria
27.50,11,594284,202305,May,Mon,Evening,Med,Tea,Brewed Black tea,English Breakfast Rg,Hell's Kitchen
26.25,7,622816,202305,May,Mon,Evening,Med,Bakery,Pastry,Almond Croissant,Hell's Kitchen
40.00,16,1062659,202305,May,Mon,Evening,Med,Coffee,Drip coffee,Our Old Time Diner Blend Rg,Astoria
33.00,11,556508,202305,May,Mon,Evening,Med,Coffee,Gourmet brewed coffee,Ethiopia Rg,Lower Manhattan
41.25,11,652689,202305,May,Mon,Evening,High,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Hell's Kitchen
35.00,10,757392,202305,May,Mon,Evening,Med,Coffee,Organic brewed coffee,Brazilian Lg,Hell's Kitchen
30.00,12,943323,202305,May,Mon,Evening,Med,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Hell's Kitchen
63.00,21,1453379,202305,May,Mon,Evening,Very High,Tea,Brewed Green tea,Serenity Green Tea Lg,Astoria
29.25,9,726890,202305,May,Mon,Evening,Med,Bakery,Biscotti,Hazelnut Biscotti,Astoria
50.40,18,1290741,202305,May,Mon,Evening,High,Coffee,Barista Espresso,Ouro Brasileiro shot,Hell's Kitchen
57.50,23,1457648,202305,May,Mon,Evening,High,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Astoria
34.30,14,826304,202305,May,Mon,Evening,Med,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Lower Manhattan
27.00,6,633040,202305,May,Mon,Evening,Med,Bakery,Scone,Scottish Cream Scone ,Lower Manhattan
35.00,14,846468,202305,May,Mon,Evening,Med,Tea,Brewed herbal tea,Lemon Grass Rg,Hell's Kitchen
65.10,21,1321339,202305,May,Mon,Evening,Very High,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Astoria
18.75,5,362999,202305,May,Mon,Evening,low,Bakery,Pastry,Almond Croissant,Astoria
42.00,14,792382,202305,May,Mon,Evening,High,Tea,Brewed Black tea,English Breakfast Lg,Hell's Kitchen
31.50,9,549252,202305,May,Mon,Evening,Med,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,Hell's Kitchen
42.50,10,750230,202305,May,Mon,Evening,High,Coffee,Barista Espresso,Latte Rg,Astoria
51.00,17,1024438,202305,May,Mon,Evening,High,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Astoria
50.00,20,1469357,202305,May,Mon,Evening,High,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Astoria
95.00,20,1174818,202305,May,Mon,Evening,Very High,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Astoria
53.55,21,1279314,202305,May,Mon,Evening,High,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Astoria
51.00,17,1441337,202305,May,Mon,Evening,High,Coffee,Drip coffee,Our Old Time Diner Blend Lg,Astoria
35.00,14,888968,202305,May,Mon,Evening,Med,Tea,Brewed Black tea,English Breakfast Rg,Astoria
82.50,22,1321502,202305,May,Mon,Evening,Very High,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Astoria
20.00,10,586985,202305,May,Mon,Evening,low,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Lower Manhattan
44.00,22,1395952,202305,May,Mon,Evening,High,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Astoria
60.00,20,1297772,202305,May,Mon,Evening,High,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Hell's Kitchen
18.60,6,355244,202305,May,Mon,Evening,low,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Lower Manhattan
32.50,13,772542,202305,May,Mon,Evening,Med,Coffee,Drip coffee,Our Old Time Diner Blend Rg,Lower Manhattan
31.50,9,765070,202305,May,Mon,Evening,Med,Bakery,Biscotti,Ginger Biscotti,Astoria
42.00,14,892374,202305,May,Mon,Evening,High,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Hell's Kitchen
19.50,6,490493,202305,May,Mon,Evening,low,Bakery,Scone,Ginger Scone,Astoria
17.50,7,482582,202305,May,Mon,Evening,low,Tea,Brewed herbal tea,Lemon Grass Rg,Lower Manhattan
10.20,4,304821,202305,May,Mon,Evening,low,Coffee,Barista Espresso,Ouro Brasileiro shot,Lower Manhattan
18.00,6,602426,202305,May,Mon,Evening,low,Bakery,Scone,Oatmeal Scone,Lower Manhattan
31.50,9,548574,202305,May,Mon,Evening,Med,Coffee,Organic brewed coffee,Brazilian Lg,Astoria
17.60,8,490817,202305,May,Mon,Evening,low,Coffee,Organic brewed coffee,Brazilian Sm,Lower Manhattan
63.00,18,1232756,202305,May,Mon,Evening,Very High,Coffee,Gourmet brewed coffee,Ethiopia Lg,Astoria
84.00,28,1852099,202305,May,Mon,Evening,Very High,Tea,Brewed Black tea,Earl Grey Lg,Astoria
14.00,4,162504,202305,May,Mon,Evening,low,Coffee,Gourmet brewed coffee,Ethiopia Lg,Lower Manhattan
68.00,17,950491,202305,May,Mon,Evening,Very High,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,Hell's Kitchen
10.50,3,243919,202305,May,Mon,Evening,low,Bakery,Biscotti,Chocolate Chip Biscotti,Hell's Kitchen
94.50,21,1545004,202305,May,Mon,Evening,Very High,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Astoria
36.00,18,1256951,202305,May,Mon,Evening,Med,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Astoria
48.00,16,1120957,202305,May,Mon,Evening,High,Coffee,Organic brewed coffee,Brazilian Rg,Astoria
25.00,10,579054,202305,May,Mon,Evening,Med,Tea,Brewed Green tea,Serenity Green Tea Rg,Lower Manhattan
89.25,21,1278653,202305,May,Mon,Evening,Very High,Coffee,Barista Espresso,Latte Rg,Hell's Kitchen
40.00,16,1143932,202305,May,Mon,Evening,Med,Tea,Brewed Black tea,Earl Grey Rg,Hell's Kitchen
52.50,14,869942,202305,May,Mon,Evening,High,Coffee,Barista Espresso,Latte,Hell's Kitchen
71.25,19,1248676,202305,May,Mon,Evening,Very High,Coffee,Barista Espresso,Latte,Astoria
27.50,11,699306,202305,May,Mon,Evening,Med,Tea,Brewed herbal tea,Peppermint Rg,Lower Manhattan
18.00,6,340087,202305,May,Mon,Evening,low,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Lower Manhattan
11.25,3,304864,202305,May,Mon,Evening,low,Bakery,Pastry,Chocolate Croissant,Lower Manhattan
20.00,8,378887,202305,May,Mon,Evening,low,Coffee,Drip coffee,Our Old Time Diner Blend Rg,Hell's Kitchen
78.00,26,1500295,202305,May,Mon,Evening,Very High,Coffee,Barista Espresso,Espresso shot,Astoria
45.50,13,1255617,202305,May,Mon,Evening,High,Bakery,Biscotti,Ginger Biscotti,Hell's Kitchen
15.00,6,393653,202305,May,Mon,Evening,low,Tea,Brewed Black tea,Earl Grey Rg,Lower Manhattan
51.00,17,973622,202305,May,Mon,Evening,High,Tea,Brewed herbal tea,Peppermint Lg,Astoria
19.50,6,564806,202305,May,Mon,Evening,low,Bakery,Scone,Cranberry Scone,Astoria
49.00,14,854185,202305,May,Mon,Evening,High,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,Astoria
33.00,11,780483,202305,May,Mon,Evening,Med,Tea,Brewed Black tea,English Breakfast Lg,Astoria
33.75,9,370913,202305,May,Mon,Evening,Med,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Lower Manhattan
52.50,14,1055639,202305,May,Mon,Evening,High,Coffee,Barista Espresso,Cappuccino,Astoria
37.50,10,660054,202305,May,Mon,Evening,Med,Coffee,Barista Espresso,Latte,Lower Manhattan
45.00,18,1382207,202305,May,Mon,Evening,High,Tea,Brewed Black tea,Earl Grey Rg,Astoria
39.00,13,660694,202305,May,Mon,Evening,Med,Tea,Brewed Black tea,English Breakfast Lg,Lower Manhattan
30.80,14,915814,202305,May,Mon,Evening,Med,Coffee,Gourmet brewed coffee,Ethiopia Sm,Hell's Kitchen
47.50,19,935023,202305,May,Mon,Evening,High,Tea,Brewed Chai tea,Traditional Blend Chai Rg,Hell's Kitchen
18.00,4,370521,202305,May,Mon,Evening,low,Bakery,Scone,Scottish Cream Scone ,Hell's Kitchen
27.50,11,711100,202305,May,Mon,Evening,Med,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Hell's Kitchen
22.50,9,510213,202305,May,Mon,Evening,Med,Tea,Brewed Chai tea,Traditional Blend Chai Rg,Lower Manhattan
49.50,11,660989,202305,May,Mon,Evening,High,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Hell's Kitchen
10.20,4,244039,202305,May,Mon,Evening,low,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Hell's Kitchen
39.60,18,1121687,202305,May,Mon,Evening,Med,Coffee,Organic brewed coffee,Brazilian Sm,Astoria
88.00,22,1276743,202305,May,Mon,Evening,Very High,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,Astoria
15.40,7,274543,202305,May,Mon,Evening,low,Coffee,Gourmet brewed coffee,Ethiopia Sm,Lower Manhattan
17.50,5,460011,202305,May,Mon,Evening,low,Bakery,Pastry,Croissant,Astoria
46.50,15,1131443,202305,May,Mon,Evening,High,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Lower Manhattan
18.75,5,482877,202305,May,Mon,Evening,low,Bakery,Pastry,Almond Croissant,Lower Manhattan
6.00,2,193173,202305,May,Mon,Evening,low,Coffee,Drip coffee,Our Old Time Diner Blend Lg,Lower Manhattan
35.00,10,1026745,202305,May,Mon,Evening,Med,Bakery,Pastry,Croissant,Lower Manhattan
32.00,16,927728,202305,May,Mon,Evening,Med,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Hell's Kitchen
72.00,16,985151,202305,May,Mon,Evening,Very High,Bakery,Scone,Scottish Cream Scone ,Astoria
15.00,5,490835,202305,May,Mon,Evening,low,Bakery,Scone,Oatmeal Scone,Hell's Kitchen
30.00,10,660482,202305,May,Mon,Evening,Med,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Lower Manhattan
33.00,11,638108,202305,May,Mon,Evening,Med,Tea,Brewed herbal tea,Peppermint Lg,Hell's Kitchen
63.75,15,900718,202305,May,Mon,Evening,Very High,Coffee,Barista Espresso,Cappuccino Lg,Astoria
24.00,8,468030,202305,May,Mon,Evening,Med,Coffee,Barista Espresso,Espresso shot,Lower Manhattan
